CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
715050408,Existing Customer,41,M,High School,Single,$80K - $120K,Blue,8029,0.826,1094,32,0.524
721132233,Existing Customer,42,F,Uneducated,Married,Less than $40K,Blue,2410,0.759,1217,30,1.143
719211558,Attrited Customer,45,M,Graduate,Single,$60K - $80K,Blue,3401,0.898,744,18,1
712069008,Existing Customer,42,F,Uneducated,Married,Less than $40K,Blue,2260,0.84,1614,33,0.737
715996983,Existing Customer,47,M,Uneducated,Divorced,$80K - $120K,Blue,17682,1.302,1747,31,1.214
773466258,Existing Customer,48,F,High School,Married,$40K - $60K,Blue,4206,0.587,1144,22,1
798983508,Existing Customer,43,M,Graduate,Single,$80K - $120K,Silver,34516,1.117,1575,34,2.4
719117433,Existing Customer,41,M,High School,Unknown,$80K - $120K,Blue,23018,0.859,1463,24,1.667
716451183,Existing Customer,54,F,Uneducated,Married,$40K - $60K,Blue,5556,1.434,1706,21,1.625
718621608,Attrited Customer,54,F,High School,Married,Unknown,Blue,6094,1.129,909,14,0.273
715085733,Existing Customer,61,M,Graduate,Married,$40K - $60K,Blue,2939,2.145,2434,33,1.538
788977833,Existing Customer,61,M,Uneducated,Married,$80K - $120K,Blue,5362,1.015,1876,41,0.783
720272958,Attrited Customer,48,M,High School,Married,$120K +,Blue,27126,0.953,1000,25,0.786
708421833,Existing Customer,45,F,Graduate,Single,Less than $40K,Blue,3342,0.771,1139,30,0.765
709173108,Attrited Customer,54,F,Graduate,Married,Unknown,Blue,2532,0.491,799,21,0.235
709879458,Existing Customer,54,F,Doctorate,Married,Unknown,Blue,1900,0.89,1881,45,0.607
715120608,Existing Customer,44,M,Graduate,Single,$60K - $80K,Blue,14546,0.955,1273,27,0.588
770632758,Existing Customer,50,F,Doctorate,Single,Unknown,Blue,2521,0.587,1328,33,0.571
779078733,Existing Customer,55,M,Doctorate,Married,$60K - $80K,Blue,16427,0.631,1579,36,1.118
771742533,Existing Customer,48,M,Graduate,Unknown,$40K - $60K,Blue,13068,0.607,937,28,0.556
720250158,Existing Customer,45,M,College,Single,$60K - $80K,Blue,23218,1.178,1749,37,2.083
716458983,Existing Customer,60,M,High School,Married,$40K - $60K,Blue,3281,1.859,1424,29,1.417
713747733,Existing Customer,55,M,High School,Married,$40K - $60K,Blue,3096,0.799,2011,41,0.783
712270158,Existing Customer,62,F,High School,Married,$40K - $60K,Blue,2052,0.728,1208,31,0.632
789562383,Existing Customer,38,F,High School,Unknown,Less than $40K,Blue,1438.3,0.888,1259,24,1
754897008,Existing Customer,46,M,High School,Single,$40K - $60K,Blue,9432,0.612,1319,26,0.368
819700533,Existing Customer,50,M,High School,Single,$120K +,Silver,14938,0.804,949,27,2
712890408,Existing Customer,45,M,Uneducated,Married,$60K - $80K,Blue,2221,0.869,1338,30,1.308
720248208,Existing Customer,47,M,Post-Graduate,Divorced,$60K - $80K,Blue,5731,0.657,1554,26,0.444
779749908,Existing Customer,48,M,College,Married,$60K - $80K,Gold,34516,0.722,1350,32,0.455
717401883,Existing Customer,35,M,Uneducated,Married,$60K - $80K,Blue,6985,0.963,1694,44,0.76
721509558,Existing Customer,51,M,Graduate,Married,$120K +,Blue,24221,0.816,1678,40,0.538
710572458,Existing Customer,36,F,High School,Married,Unknown,Blue,15439,0.742,2069,43,0.536
714576183,Existing Customer,47,M,Graduate,Single,$80K - $120K,Blue,21637,0.776,1222,23,0.438
721425558,Existing Customer,52,M,Graduate,Single,$120K +,Blue,14543,0.788,1536,37,0.423
711109908,Existing Customer,43,F,Uneducated,Married,Less than $40K,Blue,9684,0.697,1400,31,2.1
715203108,Existing Customer,63,M,High School,Married,$40K - $60K,Blue,5007,0.885,1050,28,1.154
710027508,Existing Customer,61,M,Graduate,Married,$60K - $80K,Blue,1616,0.984,1389,33,1.2
787464408,Existing Customer,53,M,Uneducated,Single,$60K - $80K,Blue,19116,0.656,1184,29,0.611
783542133,Existing Customer,53,F,Graduate,Married,Less than $40K,Blue,2759,1.32,2093,42,1
708330858,Attrited Customer,57,M,Graduate,Married,$120K +,Blue,8249,0.798,678,11,0.833
714426783,Existing Customer,38,F,Graduate,Single,Unknown,Blue,14041,1.084,1467,29,1.417
712701333,Existing Customer,53,M,High School,Married,$60K - $80K,Blue,5264,0.374,1219,27,0.5
709494483,Existing Customer,63,F,Unknown,Married,Less than $40K,Blue,2420,1.256,1730,36,0.565
773373108,Existing Customer,49,F,High School,Married,Less than $40K,Blue,2826,0.541,1025,28,0.647
715812258,Existing Customer,45,M,High School,Married,$80K - $120K,Blue,12518,0.645,1165,33,0.833
778286433,Existing Customer,67,M,Graduate,Married,$40K - $60K,Blue,5876,1.012,2133,55,0.719
789270033,Existing Customer,48,M,Graduate,Single,$80K - $120K,Silver,34516,0.448,1122,13,0.182
711569433,Existing Customer,51,F,Uneducated,Divorced,Less than $40K,Blue,9648,0.549,1083,22,1.75
720214833,Existing Customer,52,M,High School,Single,$80K - $120K,Silver,34516,1.32,1234,23,1.875
709346133,Existing Customer,55,F,Uneducated,Married,Unknown,Blue,3025,1.252,1277,23,1.875
788194458,Existing Customer,34,M,High School,Married,$60K - $80K,Blue,3265,0.952,1843,35,0.944
720779733,Existing Customer,56,M,Uneducated,Married,$120K +,Blue,6041,0.685,1747,49,0.581
717424458,Existing Customer,44,F,Post-Graduate,Married,Less than $40K,Blue,2293,0.617,1166,22,1.444
708820308,Existing Customer,47,M,Post-Graduate,Unknown,$80K - $120K,Blue,13399,0.627,1326,31,0.824
710558058,Existing Customer,46,F,Unknown,Married,Less than $40K,Blue,4317,0.944,1619,36,1
770590758,Existing Customer,43,F,Graduate,Single,$40K - $60K,Blue,3378,0.581,1285,16,0.333
718490658,Existing Customer,50,F,Graduate,Single,Less than $40K,Blue,5012,0.816,1142,28,1
711985833,Existing Customer,38,F,Uneducated,Single,Less than $40K,Blue,2569,0.574,1190,46,0.643
708967608,Existing Customer,53,F,Graduate,Single,Less than $40K,Blue,3471,1.051,1052,24,0.714
718505958,Existing Customer,43,M,Graduate,Divorced,$120K +,Silver,34516,0.771,1628,38,0.727
715024233,Existing Customer,53,M,High School,Married,$120K +,Blue,3312,0.986,1740,32,0.882
779249583,Existing Customer,56,F,Graduate,Married,Less than $40K,Blue,2578,1.707,1378,29,0.812
709278258,Attrited Customer,54,M,Unknown,Married,$40K - $60K,Blue,2902,0.821,996,26,0.444
778928283,Existing Customer,57,F,High School,Married,Less than $40K,Blue,2742,1.315,1389,32,0.6
712299858,Existing Customer,62,M,High School,Married,Less than $40K,Blue,2077,1.031,1365,38,1
799224108,Existing Customer,46,F,Graduate,Single,Less than $40K,Blue,6265,1.027,1715,43,0.87
809976033,Existing Customer,49,M,Uneducated,Married,$60K - $80K,Blue,7819,0.827,1582,25,0.786
716203308,Existing Customer,52,M,Graduate,Single,$80K - $120K,Blue,2731,0.62,1220,22,0.692
714871683,Attrited Customer,58,M,Uneducated,Married,$40K - $60K,Blue,1438.3,0.819,715,13,0.182
716139933,Existing Customer,54,M,High School,Married,$80K - $120K,Blue,16286,1.223,2552,49,1.227
716984658,Existing Customer,49,M,Graduate,Married,$120K +,Blue,34516,0.507,1106,31,0.938
713086008,Existing Customer,58,F,High School,Married,Less than $40K,Blue,2609,1.269,1731,34,1.833
713773458,Existing Customer,52,M,High School,Single,$60K - $80K,Blue,7567,0.541,1435,32,0.6
719242533,Existing Customer,41,M,High School,Married,$60K - $80K,Blue,22770,0.994,1882,38,0.652
772712658,Existing Customer,62,F,Uneducated,Married,Less than $40K,Blue,3791,1.227,2058,34,0.789
788868858,Existing Customer,54,M,Graduate,Married,Less than $40K,Blue,2702,1.019,1658,32,1.462
811898133,Existing Customer,40,F,High School,Divorced,Less than $40K,Blue,2555,1.049,1334,32,0.6
788808633,Existing Customer,43,M,Graduate,Married,$80K - $120K,Blue,2355,0.751,1441,29,0.812
779804208,Existing Customer,53,F,Graduate,Single,$40K - $60K,Blue,5332,0.939,1371,39,1.167
781391058,Existing Customer,55,M,Uneducated,Single,$40K - $60K,Blue,1443,0.683,1991,38,0.583
790134408,Existing Customer,46,M,Graduate,Single,$60K - $80K,Blue,10741,1.166,1278,22,1.444
788853258,Existing Customer,41,M,Uneducated,Married,$60K - $80K,Blue,7984,0.797,1734,39,1.167
711857733,Existing Customer,49,M,Uneducated,Single,$60K - $80K,Blue,18584,0.703,1330,34,1.125
822969858,Existing Customer,61,F,Graduate,Married,Unknown,Blue,5585,1.503,1787,31,0.722
719554758,Existing Customer,46,M,Uneducated,Married,$80K - $120K,Blue,34516,0.837,1672,32,0.524
711643458,Existing Customer,50,F,Uneducated,Married,Less than $40K,Blue,1438.3,1.068,1439,41,1.05
788830683,Existing Customer,40,M,Graduate,Single,$80K - $120K,Blue,2478,1.284,1558,31,0.938
807030858,Existing Customer,51,M,High School,Single,$120K +,Blue,34516,0.788,1795,47,0.679
793059108,Existing Customer,50,F,Graduate,Married,$40K - $60K,Blue,2339,0.431,893,22,0.375
716568708,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,2726,0.844,1099,27,0.588
828281733,Existing Customer,43,M,Unknown,Married,$120K +,Blue,14881,0.762,1408,23,1.091
717229158,Existing Customer,36,F,Graduate,Married,$40K - $60K,Blue,1628,0.999,1893,15,2.75
715915458,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,3156,1.052,1151,31,1.385
819129858,Existing Customer,46,F,Graduate,Single,Less than $40K,Blue,4745,0.93,1519,31,0.938
713441958,Existing Customer,46,M,High School,Married,$120K +,Blue,19727,0.572,1245,25,0.786
719091333,Existing Customer,52,M,Uneducated,Married,$60K - $80K,Blue,22720,0.685,1102,27,0.286
708666258,Existing Customer,43,M,Unknown,Married,$40K - $60K,Blue,8129,0.566,1402,33,0.737
714914583,Existing Customer,40,F,Graduate,Single,Less than $40K,Blue,3751,0.974,1060,30,1.308
714363858,Existing Customer,54,F,High School,Married,Less than $40K,Blue,1594,0.817,1459,35,1.188
721347408,Existing Customer,55,F,High School,Single,Less than $40K,Blue,2569,0.886,1456,39,0.444
809608533,Existing Customer,49,F,Post-Graduate,Single,Unknown,Blue,18206,0.921,1439,48,1
772047183,Existing Customer,45,M,High School,Married,$40K - $60K,Blue,3104,0.828,1353,24,1.182
714217908,Existing Customer,49,M,Graduate,Married,$40K - $60K,Blue,2406,0.751,1173,32,0.391
714819183,Existing Customer,63,M,Uneducated,Married,$80K - $120K,Blue,24571,1.174,1746,28,1
716455683,Existing Customer,40,F,High School,Single,Less than $40K,Gold,15534,0.556,1279,28,0.867
710865633,Existing Customer,41,F,Graduate,Married,Less than $40K,Silver,12301,0.484,1307,29,0.261
752952108,Existing Customer,37,M,Graduate,Married,$80K - $120K,Blue,2846,0.711,1473,37,1.176
712595433,Existing Customer,58,M,Uneducated,Unknown,$120K +,Blue,9788,0.778,1805,37,0.762
714982383,Existing Customer,55,M,High School,Married,$60K - $80K,Blue,7231,0.996,1421,23,1.3
813814008,Existing Customer,53,F,High School,Married,Less than $40K,Blue,2324,0.728,1272,37,1.312
794545983,Existing Customer,57,M,Graduate,Married,$80K - $120K,Blue,12208,0.616,1409,34,0.619
708288108,Attrited Customer,43,M,Post-Graduate,Unknown,$80K - $120K,Blue,5639,1.087,647,15,0.364
715585158,Existing Customer,58,M,Graduate,Married,$60K - $80K,Blue,10021,0.578,1275,25,0.667
810449883,Existing Customer,64,M,Unknown,Married,Less than $40K,Blue,2215,0.794,1270,27,0.588
789863208,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,2027,0.979,1702,37,0.947
715022133,Existing Customer,53,M,Graduate,Married,$60K - $80K,Blue,6363,0.644,1256,26,1
712506708,Existing Customer,39,F,College,Single,Less than $40K,Blue,3920,0.944,3178,53,0.656
715699983,Existing Customer,56,M,High School,Married,$60K - $80K,Blue,9226,1.521,1626,29,1.636
818942433,Existing Customer,54,F,Unknown,Divorced,Less than $40K,Blue,9376,0.597,1562,33,0.5
712459233,Existing Customer,59,F,Post-Graduate,Married,$40K - $60K,Blue,1944,1.052,1960,57,0.727
716545383,Existing Customer,42,M,Uneducated,Single,$40K - $60K,Blue,9599,1.087,1154,38,1.235
721144383,Existing Customer,42,M,Graduate,Married,$60K - $80K,Silver,28202,0.637,1629,38,0.727
821837958,Existing Customer,43,M,College,Unknown,$80K - $120K,Blue,24850,0.693,1226,25,0.923
804359133,Existing Customer,55,M,High School,Married,$120K +,Blue,3805,1.095,1743,27,0.929
713308683,Existing Customer,52,M,Uneducated,Single,$80K - $120K,Blue,2733,0.791,1139,39,0.444
788780958,Existing Customer,46,M,Uneducated,Unknown,$40K - $60K,Blue,12781,0.638,1073,21,0.4
717354558,Attrited Customer,57,M,Uneducated,Married,$120K +,Blue,3106,1.045,683,17,0.7
798473808,Existing Customer,48,M,College,Married,$80K - $120K,Blue,7477,0.511,1159,32,0.684
712372158,Existing Customer,45,M,Unknown,Married,$120K +,Blue,34516,0.986,1859,47,0.958
715192308,Existing Customer,48,M,High School,Married,$120K +,Blue,29963,0.648,1205,28,0.867
708813033,Existing Customer,47,M,Graduate,Single,$40K - $60K,Blue,6509,0.83,1409,37,0.37
714639783,Attrited Customer,42,M,College,Married,$60K - $80K,Blue,13450,0.742,1000,18,0.059
709311633,Existing Customer,41,M,Graduate,Unknown,$60K - $80K,Silver,27000,0.61,1209,39,0.3
709470858,Existing Customer,51,M,College,Married,$120K +,Silver,34516,0.869,1366,25,0.786
717292758,Existing Customer,55,F,Graduate,Single,Less than $40K,Blue,6347,0.466,1161,44,0.375
779241783,Existing Customer,67,M,Uneducated,Married,$40K - $60K,Blue,3106,0.781,1512,38,0.407
715205358,Existing Customer,39,M,Graduate,Married,$60K - $80K,Blue,2536,1.059,1750,35,1.333
778871508,Existing Customer,54,M,Post-Graduate,Single,$60K - $80K,Blue,13048,1.139,1170,24,0.846
779462433,Existing Customer,55,F,Unknown,Married,Less than $40K,Blue,2453,1.081,2218,50,0.613
710147958,Existing Customer,47,M,High School,Married,$40K - $60K,Silver,16138,1.01,1198,33,0.833
709864833,Existing Customer,49,M,Post-Graduate,Married,$60K - $80K,Blue,8077,0.637,1329,26,0.444
778868958,Attrited Customer,42,F,Graduate,Married,Less than $40K,Blue,1929,0.835,857,36,1.118
717276708,Existing Customer,57,M,Unknown,Single,$80K - $120K,Blue,3127,0.589,1470,30,1.143
710004933,Existing Customer,44,M,Uneducated,Married,$60K - $80K,Blue,8645,0.708,1435,25,1.778
753606108,Existing Customer,56,M,Unknown,Single,$60K - $80K,Blue,1438.3,0.503,1093,22,0.833
710940183,Attrited Customer,49,F,Graduate,Married,Less than $40K,Blue,2185,0.727,715,20,0.818
718927533,Existing Customer,45,M,Graduate,Single,$80K - $120K,Blue,24487,0.912,1512,42,0.909
719337408,Existing Customer,63,M,High School,Married,$60K - $80K,Blue,2567,1.636,2399,43,0.955
772308408,Existing Customer,44,M,Graduate,Single,$80K - $120K,Blue,4131,0.543,906,22,1.2
712981383,Existing Customer,44,F,College,Married,Less than $40K,Silver,10790,0.75,1052,16,1.286
790099758,Existing Customer,40,M,High School,Married,$40K - $60K,Blue,6884,0.786,975,11,0.833
709547658,Attrited Customer,39,M,Uneducated,Single,$60K - $80K,Blue,13961,0.842,783,20,0.667
778770783,Existing Customer,42,M,High School,Married,$80K - $120K,Blue,29801,0.781,990,21,0.909
713134458,Existing Customer,54,M,High School,Married,$120K +,Blue,13219,0.576,1097,24,0.5
712159083,Attrited Customer,58,F,Unknown,Married,Less than $40K,Blue,2536,0.917,901,35,0.522
713639958,Existing Customer,46,F,Graduate,Divorced,Less than $40K,Blue,9478,0.64,1327,41,0.864
771180033,Existing Customer,47,F,Unknown,Divorced,$40K - $60K,Blue,3502,2.023,1814,31,0.722
717916758,Existing Customer,67,F,Unknown,Married,Unknown,Blue,10509,0.777,1365,34,1.429
711089733,Existing Customer,50,F,College,Divorced,Less than $40K,Blue,1491,0.876,1058,34,0.889
716988633,Existing Customer,55,M,High School,Divorced,$60K - $80K,Blue,9734,0.785,1476,38,0.9
779031033,Existing Customer,46,F,Graduate,Married,$40K - $60K,Blue,2305,0.747,1230,36,0.565
716302383,Existing Customer,47,F,Uneducated,Married,$40K - $60K,Blue,14241,0.909,1581,44,0.833
718281408,Existing Customer,36,F,Unknown,Married,$40K - $60K,Blue,4789,1.134,1534,29,0.933
721333233,Existing Customer,40,M,Doctorate,Divorced,$60K - $80K,Blue,23138,0.693,1612,39,1.438
794496033,Existing Customer,57,M,Unknown,Single,$80K - $120K,Blue,23008,0.674,1302,36,0.636
710519433,Existing Customer,48,M,Unknown,Divorced,$80K - $120K,Blue,3131,0.602,1439,40,0.481
814995933,Existing Customer,58,F,Graduate,Married,Less than $40K,Blue,5798,0.564,1724,45,0.452
721469433,Existing Customer,48,M,Graduate,Single,$40K - $60K,Blue,6880,1.205,1784,35,0.944
788386908,Existing Customer,48,M,Graduate,Unknown,$80K - $120K,Platinum,34516,0.862,1156,29,1.071
717198633,Existing Customer,53,F,College,Married,$40K - $60K,Blue,2075,1.322,2556,49,1.13
767695083,Existing Customer,50,M,Graduate,Married,$80K - $120K,Blue,4589,0.845,1590,37,0.37
711791583,Attrited Customer,52,F,Graduate,Single,Less than $40K,Blue,2317,1.005,884,19,0.727
712315683,Attrited Customer,53,F,Uneducated,Single,Less than $40K,Blue,1981,1.019,973,25,0.923
710038008,Existing Customer,56,F,Graduate,Single,$40K - $60K,Blue,6038,0.741,1447,30,0.875
789129033,Existing Customer,44,M,Unknown,Single,$80K - $120K,Blue,14910,0.772,1150,26,0.625
718349058,Existing Customer,49,M,High School,Married,$80K - $120K,Blue,29659,0.512,1193,21,0.615
789842283,Attrited Customer,54,M,Graduate,Married,$60K - $80K,Blue,4320,0.967,706,21,0.5
714513033,Existing Customer,39,F,Unknown,Single,$40K - $60K,Blue,11213,0.563,1257,23,0.643
714717483,Existing Customer,39,F,Uneducated,Divorced,Unknown,Blue,26181,0.913,1303,35,0.75
714900408,Existing Customer,41,F,High School,Single,Less than $40K,Blue,5773,0.67,1306,39,0.5
719418933,Attrited Customer,53,M,Uneducated,Married,$80K - $120K,Blue,4503,0.659,748,20,0.429
720115683,Existing Customer,47,M,Uneducated,Married,$80K - $120K,Blue,29770,0.674,1774,42,2
779504058,Existing Customer,46,F,Post-Graduate,Married,Less than $40K,Blue,5014,0.863,1209,25,1.5
795979833,Existing Customer,53,F,High School,Married,Less than $40K,Blue,3445,0.67,1074,31,0.632
717392358,Existing Customer,60,M,Graduate,Married,$80K - $120K,Blue,23412,0.79,1786,50,0.786
718640508,Existing Customer,59,F,Graduate,Single,Less than $40K,Blue,3044,0.74,1456,36,0.714
803366358,Existing Customer,38,M,Unknown,Single,$60K - $80K,Blue,14596,0.898,1300,25,1.083
709230708,Existing Customer,56,M,Uneducated,Single,Less than $40K,Blue,3864,0.491,1470,42,0.235
781794708,Attrited Customer,35,M,Post-Graduate,Unknown,$80K - $120K,Blue,17030,0.528,715,25,0.562
801383808,Existing Customer,50,M,Graduate,Single,$60K - $80K,Blue,23090,1.326,1198,24,1
710677608,Existing Customer,53,M,Post-Graduate,Unknown,$80K - $120K,Blue,29205,0.957,1556,43,1.048
708217758,Existing Customer,63,M,Graduate,Married,$60K - $80K,Blue,14035,2.271,1606,30,1.5
714272658,Attrited Customer,43,F,Uneducated,Single,Less than $40K,Blue,2962,1.046,929,31,0.409
717469158,Existing Customer,46,M,Unknown,Married,$80K - $120K,Blue,18578,0.565,1606,54,0.421
711864783,Existing Customer,61,M,Uneducated,Single,$60K - $80K,Blue,2201,0.675,1199,32,0.6
719407983,Existing Customer,37,F,Post-Graduate,Married,Less than $40K,Blue,2061,1.362,2400,60,0.622
710665533,Existing Customer,42,F,Doctorate,Married,Unknown,Blue,24602,0.588,1337,44,0.76
716804283,Existing Customer,41,M,Uneducated,Divorced,$120K +,Blue,15911,0.954,1270,33,0.833
767294658,Attrited Customer,56,M,College,Single,$120K +,Blue,16867,0.885,654,14,0.4
709122483,Existing Customer,56,M,Graduate,Married,$60K - $80K,Blue,2783,0.942,1909,54,0.688
708241233,Attrited Customer,52,F,Post-Graduate,Single,Less than $40K,Blue,2972,1.035,922,25,0.562
717860358,Existing Customer,40,F,High School,Single,$40K - $60K,Blue,5124,0.542,1158,42,0.355
789337233,Existing Customer,63,M,Graduate,Married,$40K - $60K,Blue,2880,0.89,1323,26,0.444
